event_id,event_time,location,rock_type,depth,compressive_strength,tensile_strength,tangential_stress,brittleness_ratio,elastic_strain_energy,density,signal_energy,event_duration,dominant_frequency,signal_rms,seismic_event_rate,peak_ground_acceleration,gutenberg_richter_b,cumulative_seismic_energy,axial_stress,radial_stress,strain_rate,intensity_label,seismic_pulses,total_seismic_energy,rockburst_grade
RB00200,1/15/2025 15:11,Balochistan Deep Shaft,Quartzite,595,128.5,13,77,3.29,3.11,2.67,0.31,1.16,7.26,0.087,10.9,0.69,1.15,322.9,92.1,74.6,0.0036,I,828,160350,1
RB02281,7/4/2025 2:36,Punjab Core Tunnel,Conglomerate,690,123.5,9.4,89,3.59,3.13,2.52,0.47,1.84,6.03,0.087,12.1,0.8,0.91,349.9,98.1,78.1,0.0043,II,260,76150,1
RB04750,4/7/2025 14:59,Punjab Core Tunnel,Phyllite,806,98.3,9.3,104.3,3.61,2.24,2.78,0.58,1.37,7.45,0.069,18.7,0.9,1.19,421.9,107.8,83.7,0.0049,IV,1246,373180,0
RB02221,4/21/2025 13:47,Sanghar Section 1,Dolomite,660,119.6,11.6,89.5,3.05,2.7,2.8,0.47,1.66,7.2,0.063,12.7,0.76,1.14,332.4,93,71,0.004,II,1678,481630,0
RB04772,7/17/2025 11:00,Mine X-Delta,Conglomerate,918,104.8,9.1,107.5,2.98,3.26,2.55,0.56,1.31,5.63,0.068,19.7,0.93,1.18,414.8,113.7,83,0.0048,IV,1789,620720,1
RB02820,8/4/2025 20:57,Punjab Core Tunnel,Chalk,784,106.9,10.1,91.1,2.87,2.46,2.53,0.48,1.8,5.57,0.068,16.1,0.86,1.2,401.2,102.3,77.1,0.0047,III,514,99160,2
RB03151,4/10/2025 17:02,Kohat Underground,Phyllite,741,112,9.1,90.9,2.69,2.08,2.64,0.52,1.16,5.52,0.083,15.8,0.85,1.22,386.3,101.6,77.2,0.0046,III,689,280830,1
RB04257,7/1/2025 21:18,Makran Fault Shaft,Quartzite,934,95.6,9,105.6,3.13,2.14,2.51,0.6,1.07,7.47,0.088,18.4,1,1.17,421.6,105.6,82.1,0.0049,IV,1642,557230,0
RB03108,3/7/2025 6:52,Gilgit Drift Alpha,Marble,709,114,10.5,99.7,3.62,3.44,2.76,0.54,1.12,7.22,0.072,15.7,0.83,1.06,389.7,102.8,77.1,0.0047,III,259,65800,2
RB01974,5/8/2025 21:06,Punjab Core Tunnel,Gneiss,637,123.5,11.1,84.4,3.51,2.44,2.66,0.44,1.26,7.15,0.076,13.5,0.78,1.14,369.6,96.9,77.8,0.0044,II,865,270490,2
RB01376,6/1/2025 7:53,Attock Rock Shaft,Andesite,614,122.7,10.5,85,2.93,2.68,2.79,0.44,1.79,7.22,0.064,14.2,0.77,0.92,354.8,99.3,73.9,0.0043,II,1020,307540,1
RB03969,1/9/2025 22:57,Thar Block A,Limestone,848,92.4,7.9,109.9,2.97,3.34,2.56,0.56,0.81,6.27,0.082,18.1,0.93,0.98,432.6,102.7,80.5,0.0049,IV,222,51230,1
RB04063,1/29/2025 23:21,Thar Block A,Sandstone,813,96.8,7.7,109.7,3.19,2.61,2.68,0.6,0.81,6.35,0.078,19.8,0.93,1.15,429,102.7,81.1,0.0049,IV,904,314100,1
RB04446,3/27/2025 10:21,Tunnel B-12,Limestone,817,92.3,7.1,100.3,3.09,3.36,2.59,0.54,1.93,7.25,0.083,18.5,0.95,0.94,447.6,106.6,86.4,0.0048,IV,1325,368340,2
RB03558,9/13/2025 14:16,Gawadar Support Shaft,Slate,774,107.3,8.8,94.6,3.52,2.74,2.64,0.48,1.13,5.86,0.088,17.8,0.85,1.11,398.9,101.4,79.4,0.0046,III,488,114540,2
RB00965,8/17/2025 21:59,Mansehra Mid Tunnel,Limestone,527,125.7,12.6,73.7,3.35,3.28,2.75,0.3,0.95,5.96,0.083,11.5,0.65,1.08,325.7,92.1,66,0.0037,I,1089,316200,2
RB00180,9/1/2025 7:29,Gilgit Drift Alpha,Conglomerate,543,135,13.5,71.2,3.03,3,2.6,0.31,0.89,6.48,0.064,10.4,0.65,1.02,318.6,91.4,70.3,0.0038,I,919,209760,2
RB03699,8/5/2025 13:16,Dir Valley Route,Limestone,760,108.9,11,95.9,2.95,3.38,2.55,0.5,1.09,5.82,0.076,17.7,0.89,1.15,399.9,100.7,76.5,0.0046,III,197,46300,2
RB03822,11/14/2025 3:40,Skardu Access Tunnel,Limestone,938,103.2,8,105.9,3.73,2.92,2.79,0.57,1.15,6.95,0.081,19,0.95,1.21,416,112.3,84.7,0.005,IV,1264,372380,2
RB04879,4/2/2025 20:24,Dir Valley Route,Andesite,849,100.5,7.1,108.7,3.51,3.18,2.79,0.58,1.37,6.34,0.061,19.1,1,1.19,436.5,111.4,81.2,0.0049,IV,264,47830,2
RB03900,5/16/2025 7:00,Gawadar Support Shaft,Phyllite,836,98.6,7.8,102.5,3.68,2.65,2.72,0.6,1.66,6.53,0.081,18.8,0.95,1.24,428.6,105.9,87.9,0.0049,IV,1209,396530,3
RB04488,9/27/2025 17:21,Gawadar Support Shaft,Andesite,840,95,8.3,102,2.83,2.33,2.55,0.56,0.98,6.06,0.07,18.2,0.93,1.24,446.5,109.7,80.9,0.0049,IV,357,87740,2
RB03239,9/19/2025 7:00,Mansehra Mid Tunnel,Sandstone,778,111.3,8.9,99.5,3.2,2.99,2.76,0.48,1.15,7.24,0.067,17.1,0.87,1.27,372.7,95.6,81,0.0048,III,308,74570,1
RB02975,11/4/2025 5:54,Qasim Tunnel,Chalk,795,108.7,9.3,99.9,2.89,3.21,2.77,0.53,1.27,7.18,0.061,15.7,0.8,0.99,371,100,84.8,0.0048,III,224,37490,2
RB03581,12/4/2025 18:17,Punjab Core Tunnel,Slate,707,106.7,8.3,93.2,3.23,2.98,2.78,0.53,1.25,6.22,0.085,15.1,0.84,1.02,384.3,101.4,80.4,0.0046,III,1034,303610,1
RB02888,5/13/2025 5:40,Sanghar Section 1,Migmatite,702,109.4,8,91.6,3.6,3.04,2.59,0.52,1.9,6.18,0.087,16,0.81,1.27,408.9,99.5,76.3,0.0047,III,1060,278230,1
RB02576,9/14/2025 22:51,Mansehra Mid Tunnel,Granite,706,106.3,9.1,95.8,3.48,2.71,2.61,0.5,1.77,7.32,0.063,16.8,0.88,1.1,407.8,96.3,78,0.0045,III,273,64930,0
RB01420,6/8/2025 2:13,Mine X-Delta,Dolomite,666,124.1,9.7,80.7,2.51,2.33,2.67,0.47,1.8,6.91,0.065,14.6,0.79,1.15,334.2,94.8,73.6,0.0042,II,1447,498960,1
RB03908,2/14/2025 13:48,Karak Tunnel,Sandstone,876,99.8,8.7,105.9,2.76,2.4,2.62,0.56,1,6.92,0.086,19.5,0.9,1.25,438.7,108.5,85.7,0.0049,IV,1321,443740,2
RB04674,5/8/2025 13:33,Reko Diq Zone 3,Basalt,912,99.5,7.1,100.2,3.21,2.95,2.74,0.54,1.71,6.46,0.061,18.6,0.95,1.1,429.2,110.2,86.3,0.0049,IV,195,39620,2
RB04903,4/19/2025 19:07,Gilgit Drift Alpha,Basalt,898,93.7,8.4,101.5,2.92,3.04,2.54,0.55,0.84,7.11,0.068,19,0.92,1.09,427.4,101.6,85.5,0.005,IV,1484,788230,2
RB01861,8/4/2025 15:41,Sanghar Section 1,Slate,622,124.9,10.7,88.1,2.91,3.28,2.55,0.47,0.94,6.83,0.082,12.1,0.76,0.98,346.2,95.8,72.6,0.0043,II,269,119460,3
RB00009,8/10/2025 14:07,Makran Fault Shaft,Chalk,511,127.6,12.3,78.8,3.01,3.16,2.67,0.37,1,7.1,0.066,11,0.65,1.1,337.3,85.7,71.8,0.0036,I,172,65100,2
RB02895,9/26/2025 2:42,Sanghar Section 1,Marble,789,105.2,8.8,92.3,2.89,2.85,2.64,0.54,0.9,6.13,0.071,15.2,0.86,1.05,403.7,98.7,80.8,0.0047,III,1807,1049580,2
RB02848,8/1/2025 14:40,Skardu Access Tunnel,Chalk,799,107.7,9.7,97.8,3.79,2.1,2.56,0.48,1.99,6,0.081,17,0.9,0.91,381.8,102.3,82.2,0.0048,III,1471,715540,2
RB03665,11/23/2025 23:11,Balochistan Deep Shaft,Sandstone,721,108.7,10.2,91.2,2.93,2.17,2.73,0.52,1.58,6.21,0.089,17.4,0.85,1.02,381.4,97,81,0.0047,III,169,92520,2
RB00145,5/13/2025 15:52,Kohat Underground,Gneiss,566,125.2,12.8,73.2,3.4,3.04,2.68,0.39,0.95,5.67,0.072,11.1,0.61,1.25,300.2,90.8,67.3,0.0037,I,1828,974430,2
RB02105,11/3/2025 3:11,Qasim Tunnel,Conglomerate,631,117.2,10.5,85.1,2.63,2.43,2.56,0.41,1.91,5.71,0.068,13.9,0.73,1.09,345.6,97.2,72.6,0.004,II,1368,696470,2
RB03144,7/12/2025 13:51,Karak Tunnel,Marble,793,110.9,8.5,96.1,3.27,3,2.53,0.54,1.95,5.87,0.087,16.5,0.87,1.3,400.3,104,75,0.0046,III,195,61620,0
RB00842,9/22/2025 16:39,Mine X-Delta,Basalt,574,128.5,10.6,70.9,2.76,2.61,2.71,0.32,1.68,6.69,0.063,9.2,0.64,0.97,344.3,90.9,65.3,0.0037,I,2153,1124850,1
RB01129,8/27/2025 23:37,Tunnel B-12,Andesite,550,135.4,12,75.7,3.32,2.14,2.58,0.32,1.23,7.34,0.075,10.8,0.68,0.92,303.9,93.4,66,0.0037,I,1235,640820,1
RB00152,7/9/2025 7:23,Karak Tunnel,Andesite,534,137.7,13.4,78.2,2.9,2.31,2.76,0.31,0.92,6.46,0.081,10.1,0.65,1.18,346.5,93.9,68,0.0037,I,2037,1096910,1
RB03592,7/3/2025 7:56,Buner Basin Tunnel,Conglomerate,705,110.8,10.5,92.5,2.81,2.36,2.72,0.51,1.91,7.42,0.074,16.7,0.84,1.26,404.3,101.7,78.7,0.0047,III,363,155540,1
RB01053,2/8/2025 6:38,Makran Fault Shaft,Limestone,541,133.8,12.2,72.6,3.01,2.94,2.7,0.38,1.18,6.11,0.062,8.1,0.65,1.12,347.3,90.3,74.6,0.0037,I,2125,722590,2
RB01591,7/16/2025 22:25,Balochistan Deep Shaft,Shale,673,120.5,11.6,83.2,3.78,2.59,2.71,0.43,1.36,5.74,0.084,12.8,0.78,1.29,335.6,90.6,76.3,0.0045,II,1232,582700,2
RB03009,10/31/2025 8:57,Tunnel B-12,Phyllite,712,111.3,10.6,91.7,3.53,3.02,2.55,0.51,0.91,7.32,0.077,16.7,0.81,1.11,397.1,104.9,82.9,0.0045,III,1416,691310,1
RB02030,8/3/2025 19:16,Reko Diq Zone 3,Marble,633,117.9,10.7,83.7,3.79,2.74,2.75,0.4,1.5,7.46,0.086,13.8,0.79,1.17,337.7,98.1,79.9,0.0041,II,1279,698810,1
RB03419,1/26/2025 19:09,Punjab Core Tunnel,Limestone,788,110.3,9.1,95.1,3.7,2.82,2.72,0.51,1.48,7.03,0.089,16,0.89,0.95,387.2,102.9,83.3,0.0047,III,314,94110,1
RB01808,11/9/2025 19:00,Sindh Line A,Slate,608,119,10.3,86.6,2.86,2.33,2.55,0.45,1.28,7.11,0.073,13.5,0.73,1.2,364.7,92.7,72,0.0041,II,1677,716630,2
RB02697,1/16/2025 20:15,Punjab Core Tunnel,Phyllite,788,110.1,10.2,92.9,2.65,2.88,2.51,0.49,0.98,7.38,0.074,15.3,0.85,1.12,392.7,95.7,80.9,0.0047,III,1571,641120,2
RB03040,8/12/2025 17:18,Karak Tunnel,Granite,737,111.1,10.9,94.8,3.7,3.22,2.62,0.48,1.15,6.51,0.081,15,0.86,1.27,405.5,99.5,77.2,0.0046,III,751,384230,2
RB00473,6/19/2025 15:47,Mansehra Mid Tunnel,Quartzite,502,134.3,10.1,79.1,3.01,2.32,2.79,0.31,1.5,6.57,0.087,8.6,0.69,1.1,349.8,88.6,68.5,0.0037,I,1434,790830,2
RB03290,12/2/2025 9:12,Sanghar Section 1,Dolomite,726,106.5,9.3,96.3,3.2,2.13,2.65,0.5,1.95,7.45,0.081,15.1,0.89,1.14,384.8,104.7,77.5,0.0046,III,938,390180,2
RB04075,2/4/2025 7:43,Dir Valley Route,Granite,898,94.3,7.8,108.5,3.7,3,2.75,0.56,1.18,7.44,0.078,18.3,0.93,1.29,431.6,114.5,80.7,0.0049,IV,257,69360,2
RB03497,7/29/2025 12:09,Buner Basin Tunnel,Dolomite,777,106.8,9.1,93.1,3.75,3.1,2.75,0.51,1.29,6.59,0.081,15.5,0.87,1.1,381.1,100.3,77.5,0.0047,III,1737,936850,2
RB00280,8/2/2025 15:32,Sanghar Section 1,Chalk,585,126.6,10.4,75.6,3.54,2.35,2.69,0.31,0.96,6.96,0.07,11.8,0.66,0.93,318.1,93.9,65.7,0.0036,I,1012,432690,3
RB01742,8/13/2025 18:13,Karak Tunnel,Conglomerate,610,118.6,9.3,80.3,3.11,2.56,2.65,0.4,1.22,7.39,0.072,12.6,0.74,0.93,345.5,95.2,77.3,0.0041,II,1006,441960,2
RB04625,5/26/2025 10:01,Attock Rock Shaft,Limestone,859,100.8,8.5,104,3.63,2.13,2.76,0.59,1.35,5.83,0.08,19.8,0.9,1.15,418.5,109.5,85.7,0.005,IV,2001,912890,2
RB02887,1/4/2025 21:22,Gawadar Support Shaft,Granite,715,112.6,10.2,97.1,2.51,2.42,2.69,0.54,1.27,5.73,0.062,16.4,0.85,0.95,396.4,97.2,77.1,0.0048,III,1030,446210,2
RB01942,3/19/2025 1:01,Qasim Tunnel,Gneiss,607,119.6,11.2,80.1,3.38,2.36,2.54,0.45,1.71,7.41,0.07,12.3,0.72,1.04,335.5,98.6,73.3,0.0045,II,233,84630,1
RB00101,10/29/2025 2:46,Qasim Tunnel,Conglomerate,532,129.5,12.8,78.5,3.58,3.14,2.66,0.39,1.33,6.89,0.067,10.9,0.67,1.03,349.1,93.6,67,0.0036,I,174,77540,0
RB02805,1/11/2025 16:54,Kohat Underground,Basalt,779,113.9,10.9,95.5,3.2,2.74,2.69,0.53,1.36,6.3,0.082,17.6,0.88,1.16,382.1,97.4,82,0.0045,III,328,117040,2
RB03571,5/10/2025 3:09,Gilgit Drift Alpha,Marble,731,107,10.2,94.3,2.71,3.45,2.61,0.49,1.53,5.77,0.088,16.8,0.81,0.98,390.5,97,75.5,0.0045,III,900,414700,2
RB03685,11/12/2025 19:00,Reko Diq Zone 3,Phyllite,745,109.1,10.7,97.1,3.62,2.9,2.6,0.52,1.94,5.83,0.066,16.7,0.81,1.02,370.9,96.8,83.6,0.0047,III,2117,960770,2
RB03662,1/25/2025 17:43,Attock Rock Shaft,Limestone,739,105.8,9.2,94.8,3.05,2.63,2.72,0.52,1.53,5.96,0.063,16.6,0.85,1.19,373.1,96.1,77.1,0.0046,III,2079,763520,3
RB00531,10/11/2025 23:15,Skardu Access Tunnel,Andesite,522,126.6,13.9,78.3,2.67,2.19,2.5,0.33,1.64,6.98,0.073,10.4,0.65,1.09,320.7,89.3,73.9,0.0036,I,1295,541040,2
RB01887,3/3/2025 18:30,Qasim Tunnel,Sandstone,688,115.3,9.3,88.7,3.48,3.26,2.63,0.43,1.93,5.94,0.083,12.8,0.75,1.29,354.7,95,71.9,0.004,II,3031,1127430,3
RB00682,3/16/2025 11:56,Karak Tunnel,Phyllite,593,139.8,10.8,71.6,3.08,2.17,2.73,0.35,1.5,5.97,0.082,11.8,0.66,1.2,348.4,89.5,66.5,0.0039,I,1824,664090,0
RB03795,1/25/2025 20:55,Skardu Access Tunnel,Granite,938,93.3,8.7,105,3.45,2.98,2.59,0.59,1.07,7.07,0.062,19.6,0.91,1.28,414.7,113.6,80.9,0.0048,IV,1012,320150,1
RB03945,1/2/2025 3:52,Dir Valley Route,Shale,891,98,8.9,103.9,3.15,2.99,2.6,0.59,0.82,5.62,0.069,18.5,0.98,1.05,433.7,109.5,88.2,0.0049,IV,2124,768080,0
RB04667,11/2/2025 7:34,Qasim Tunnel,Marble,919,91.8,8.1,106,3.12,2.89,2.5,0.59,0.83,7.08,0.088,18.1,0.94,1,414.4,110.3,81.4,0.0049,IV,1512,474770,0
RB02019,5/6/2025 21:34,Gilgit Drift Alpha,Chalk,671,120.9,9.1,86.6,3.36,2.65,2.68,0.42,1.74,7.21,0.07,13.6,0.71,1.22,332.4,95.3,73.9,0.0042,II,1486,682910,1
RB01097,4/27/2025 4:40,Attock Rock Shaft,Dolomite,556,131.2,10.3,73,3.26,2.03,2.68,0.32,1.82,7.35,0.068,8.8,0.62,1.07,303.4,92.9,66,0.0037,I,3289,1256570,3
RB00830,11/9/2025 16:45,Thar Block A,Phyllite,560,137.2,13.6,70.3,2.72,3.45,2.62,0.39,0.9,6.24,0.087,10.3,0.62,1.11,349.9,88.7,70.5,0.0038,I,1541,576040,3
RB02806,10/7/2025 1:03,Thar Block A,Gneiss,772,106.2,8.2,90.3,3.11,3.34,2.51,0.51,1.27,6.23,0.075,15.3,0.84,1.11,405.3,96,77.5,0.0046,III,1593,782750,0
RB03830,12/6/2025 5:05,Gilgit Drift Alpha,Andesite,843,98.6,7.8,105.4,3.09,3.09,2.72,0.57,0.88,6.4,0.066,18.6,0.97,1.12,437.4,105.8,83.4,0.0048,IV,3040,1371400,2
RB04382,11/5/2025 7:14,Buner Basin Tunnel,Shale,926,98.1,7.6,108.4,2.83,2.56,2.72,0.56,0.93,6.7,0.081,18,0.93,1.27,448.2,110.3,89,0.0049,IV,2037,891720,1
RB03892,10/3/2025 16:10,Karak Tunnel,Conglomerate,895,91.8,8.9,106.7,3.01,3.4,2.74,0.58,1.39,7.01,0.089,19.9,0.93,1.13,423.5,109.7,81.2,0.0049,IV,1837,1034700,2
RB00765,10/25/2025 5:05,Kohat Underground,Basalt,566,137.7,12.6,77.3,3.51,2.17,2.65,0.32,1.88,7.1,0.065,10.6,0.61,1.03,337.5,93.4,71.3,0.0037,I,3722,2129020,2
RB02768,7/22/2025 8:25,Attock Rock Shaft,Slate,739,111.6,8.5,94.6,2.8,2.15,2.72,0.5,1.46,6.98,0.07,15.5,0.86,1.07,383.9,98.7,79.7,0.0047,III,3060,1547010,0
RB04329,6/8/2025 18:48,Khewra Drift,Sandstone,836,93.1,9.5,102.4,3.07,2.76,2.56,0.58,1.57,6.99,0.086,18.3,0.97,1.29,410.6,108.6,88.4,0.0049,IV,1869,924910,3
RB03296,9/25/2025 3:59,Mansehra Mid Tunnel,Conglomerate,799,112.6,9.8,92.5,2.77,2.17,2.55,0.48,1.58,5.6,0.064,15.3,0.86,0.99,401.5,104.8,78.4,0.0046,III,3697,1988970,0
RB02195,2/5/2025 22:42,Gilgit Drift Alpha,Basalt,692,124.9,11.9,85.9,3.72,2.79,2.74,0.47,1.92,6.85,0.09,14.9,0.73,0.93,336.1,90.7,79.1,0.004,II,645,218630,1
RB02358,4/8/2025 23:46,Skardu Access Tunnel,Chalk,699,124.9,10.8,89.3,3.63,2.46,2.61,0.43,1.13,7.25,0.073,14.7,0.7,1.08,366.9,91.7,78.1,0.0042,II,2263,1018360,1
RB03426,6/1/2025 4:11,Buner Basin Tunnel,Quartzite,708,114.4,10.5,92.4,3.25,3.48,2.75,0.52,1.98,5.88,0.068,16.7,0.87,0.99,372.5,96.5,81.1,0.0048,III,2159,1189240,3
RB03980,5/8/2025 22:46,Dir Valley Route,Gneiss,889,99.3,7.4,100,3.23,2.3,2.79,0.58,1.31,5.79,0.081,18.1,0.96,0.91,417.9,107.8,89.1,0.0049,IV,2545,1582550,0
RB00912,9/25/2025 10:35,Attock Rock Shaft,Slate,568,139.9,12.5,79.1,3.64,2.74,2.56,0.32,1.68,5.68,0.089,10.6,0.63,1.18,304.2,94.9,66.5,0.0038,I,1777,927530,1
RB03146,12/12/2025 20:44,Karak Tunnel,Basalt,727,112.1,9.8,91.5,3.68,2.47,2.51,0.53,1.53,6.3,0.062,17.5,0.89,1.25,379.4,97.7,81.6,0.0045,III,3635,2052510,2
RB01000,11/22/2025 15:05,Sindh Line A,Marble,541,131.9,12.1,75.8,2.81,2.61,2.77,0.3,1.8,5.57,0.07,8.7,0.66,1.1,308,88,66.1,0.0039,I,2519,1260100,2
RB03654,4/29/2025 15:30,Mine X-Delta,Conglomerate,745,113.1,10.7,92.4,3.04,2.85,2.65,0.54,1.71,6.5,0.08,17.1,0.87,1.25,403,96.8,77.9,0.0046,III,1982,1062280,2
RB02484,2/18/2025 0:43,Reko Diq Zone 3,Marble,674,119.6,10.3,88.1,3.63,2.42,2.74,0.43,0.84,5.95,0.084,13.4,0.72,0.96,349.7,93.3,79.4,0.0041,II,3848,2196220,2
RB04077,11/18/2025 0:16,Makran Fault Shaft,Granite,821,90,7.9,104.8,3.42,2.55,2.67,0.59,1.12,5.7,0.072,19,0.98,1.24,435.6,100.7,85,0.005,IV,2106,1138340,2
RB02371,3/8/2025 8:37,Khewra Drift,Basalt,664,123.4,10.6,80.9,3.57,2.28,2.64,0.4,1.32,6.4,0.087,12.8,0.71,1.12,362.7,90.1,72.3,0.0041,II,1759,918020,2
RB04839,9/18/2025 8:45,Makran Fault Shaft,Conglomerate,889,93,7.3,100.2,2.65,2.68,2.5,0.58,1.68,5.83,0.088,18.3,0.91,1.14,417.1,110.3,82.4,0.0049,IV,2899,1766860,3
RB00034,3/22/2025 1:46,Buner Basin Tunnel,Limestone,571,125.5,11.2,70.5,3.16,2.19,2.79,0.35,1.45,6.59,0.068,10.8,0.64,1.11,331.3,89.7,69.1,0.0037,I,3425,1699290,2
RB03790,10/22/2025 9:24,Gilgit Drift Alpha,Dolomite,861,92.5,8.7,104,2.6,2.77,2.74,0.58,1.77,5.59,0.075,18.6,0.97,1.19,423.6,110.3,82.8,0.005,IV,922,301550,1
RB01021,9/9/2025 0:14,Mine X-Delta,Dolomite,570,125.6,12.6,73.7,3.18,2.06,2.64,0.38,1.81,5.91,0.065,8.4,0.63,1.19,313.5,93.3,67.9,0.0039,I,2326,1355970,1
RB01648,12/8/2025 21:48,Balochistan Deep Shaft,Gneiss,620,120.2,11.6,80.7,3.61,3.5,2.61,0.41,1.11,6.51,0.09,13.2,0.75,0.92,355.6,92.3,73.5,0.0044,II,4365,2595650,2
RB00734,3/17/2025 16:50,Karak Tunnel,Migmatite,514,125.9,12.4,71.2,3.19,2.07,2.51,0.31,1.15,7.12,0.062,8.2,0.67,1.05,305.2,89.4,73.2,0.004,I,4518,2160800,2
RB04583,2/14/2025 17:06,Sanghar Section 1,Dolomite,841,104.3,8.8,100.1,3.09,2.62,2.75,0.55,1.89,6.31,0.075,19.1,0.99,0.93,423.6,104.7,82.3,0.0048,IV,3137,1367850,3
RB03275,12/14/2025 6:23,Attock Rock Shaft,Slate,711,110.6,10.5,99.7,2.87,2.32,2.7,0.54,1.47,5.82,0.073,17.4,0.82,1,406,98,80.6,0.0046,III,624,251120,2
RB01621,8/31/2025 8:41,Gilgit Drift Alpha,Sandstone,611,120.6,9.2,87.5,3.11,2.9,2.71,0.4,1.67,6.87,0.061,12.4,0.75,1.23,335.4,97.5,76.6,0.0042,II,418,157450,2
RB03136,6/28/2025 14:49,Punjab Core Tunnel,Shale,743,109.7,8.5,93.6,3.48,2.47,2.52,0.49,1.24,6.01,0.086,15.1,0.82,0.97,381.7,95.5,80.5,0.0046,III,306,129740,1
RB02690,7/5/2025 13:43,Mansehra Mid Tunnel,Migmatite,726,108.5,9.6,92.9,3,2.1,2.63,0.48,1.53,6.67,0.085,15.6,0.86,1.28,379.9,99.3,80.7,0.0047,III,407,144520,2
RB02708,12/18/2025 5:41,Attock Rock Shaft,Andesite,728,109.9,8.9,96.9,3.35,3.5,2.71,0.5,1.89,7.22,0.072,17.3,0.81,0.93,396.3,102.1,79.9,0.0048,III,3510,1345240,0
RB00298,3/14/2025 2:36,Balochistan Deep Shaft,Basalt,550,129.3,10.7,75.6,3.3,3.4,2.68,0.37,1.61,6.61,0.06,11.4,0.62,0.98,315.8,89.6,72,0.0037,I,4014,2102300,3
RB02340,2/20/2025 20:03,Skardu Access Tunnel,Quartzite,601,121.6,10.5,83.6,2.82,2.33,2.71,0.42,1.09,6.34,0.082,14.3,0.78,1.13,363.2,96.4,74.8,0.0044,II,475,219070,0
RB00654,1/5/2025 4:05,Mine X-Delta,Shale,538,139.7,13.4,79,3.17,2.51,2.52,0.37,0.89,7.07,0.077,11.4,0.67,1.17,347.7,92.4,72.2,0.0035,I,636,628360,1
RB03775,11/12/2025 9:41,Reko Diq Zone 3,Andesite,837,104.4,9.9,109.2,3.64,2.51,2.56,0.55,0.99,6.54,0.077,18.2,0.91,1.25,414.2,114.3,87.2,0.005,IV,1581,1449990,1
RB01256,11/20/2025 23:46,Reko Diq Zone 3,Slate,667,115,11.1,87.3,3.62,2.17,2.72,0.47,1.62,5.8,0.067,13.5,0.74,0.95,356.7,92.6,77.7,0.004,II,1680,1531530,3
RB04521,1/1/2025 13:33,Dir Valley Route,Quartzite,818,98.7,7.6,107.5,3.73,3.27,2.57,0.56,1.3,7.18,0.073,18.4,0.98,1.04,448.1,109.6,80.2,0.0049,IV,321,195510,2
RB00231,12/29/2025 23:35,Sindh Line A,Granite,557,138,13.9,78.7,2.98,2.41,2.69,0.37,0.9,6.72,0.085,8,0.65,0.96,334.2,93.7,67.9,0.0036,I,1471,1312110,1
RB03277,9/9/2025 23:55,Skardu Access Tunnel,Slate,799,112.7,9.5,94.4,2.66,3.35,2.76,0.51,0.92,6.22,0.068,16.6,0.8,0.97,409.2,99.5,82.8,0.0048,III,645,315650,1
RB03231,5/21/2025 13:27,Khewra Drift,Shale,753,111.1,8.8,95.3,3.08,2.84,2.65,0.51,1.87,6.16,0.09,16.5,0.88,1.01,382.1,102.6,81,0.0046,III,1443,1061760,2
RB00692,12/25/2025 2:54,Buner Basin Tunnel,Slate,592,132.7,10.7,72.8,3.08,3.12,2.7,0.4,1.02,6.18,0.086,8.2,0.67,0.99,311.4,92.5,65.6,0.0038,I,1556,1283710,1
RB02755,3/19/2025 15:22,Gilgit Drift Alpha,Limestone,741,108.3,10.3,96.6,3.31,3.18,2.8,0.53,1.03,6.78,0.07,15.3,0.88,1.03,409.5,98,83.5,0.0047,III,1363,1134540,2
RB04864,5/13/2025 18:24,Punjab Core Tunnel,Slate,891,102.9,7.1,109,3.31,2.73,2.75,0.6,1.1,6.44,0.063,18.2,0.95,1.27,415.5,113.4,80.8,0.0049,IV,734,525630,2
RB00970,7/9/2025 11:53,Gawadar Support Shaft,Sandstone,562,125.7,10.2,71.2,2.71,2.5,2.55,0.4,1.06,6.45,0.075,10,0.62,1.29,303.2,91.7,70.6,0.0039,I,1772,1661100,1
RB00634,9/21/2025 1:39,Gawadar Support Shaft,Migmatite,526,131.3,11.8,73.8,2.89,2.78,2.59,0.31,1.33,6.14,0.08,8.2,0.65,0.92,333.3,87.9,71.6,0.004,I,1504,1310730,1
RB04093,10/31/2025 9:23,Punjab Core Tunnel,Conglomerate,897,94,8.6,104.1,3.13,2.2,2.6,0.59,1.07,6.63,0.067,19.9,0.96,1.25,449.6,103.5,86.6,0.0049,IV,1185,1101540,2
RB04078,11/1/2025 4:06,Qasim Tunnel,Shale,937,95.8,7.1,107.5,2.84,2.61,2.66,0.59,1.8,6.7,0.061,19,0.99,0.97,439.3,112.7,88.1,0.005,IV,1645,1496830,2
RB01322,3/28/2025 21:06,Sanghar Section 1,Dolomite,604,117.2,11.1,81.9,3.12,2.61,2.6,0.47,1.42,6.98,0.071,14.9,0.73,1.11,339.7,94.3,71,0.0044,II,1405,1323740,2
RB01832,5/1/2025 2:05,Mansehra Mid Tunnel,Quartzite,640,118.3,9.2,82.1,3.52,2.57,2.79,0.41,1.21,5.79,0.072,13.8,0.78,1.08,359.3,94.4,74,0.0045,II,987,943300,1
